"","academicyear","instname","control","hbcu","hsi","medical","nettuition01","tuition_reliance_a1","appliedaid01","grant01","tuition_discount","fed_grant_pct","fed_grant_avg_amount","inst_grant_avg_amount","loan_num","loan_avg_amount","tuition01_tf","fee01_tf","education_share","instruction_share","studserv_share","eandr_degree","average_subsidy","nettuition_share","gross_operating_margin","fringe_benefit_play","instr_sal_as_pct_instrtot","acadsupp_sal_as_pct_acadsupptot","assets06","totaldegrees_100fte","bach_deg_share_of_tot_deg","ftretention_rate","fall_cohort_num","fall_cohort_pct","total_enrollment_amin_tot","total_enrollment_asian_tot","total_enrollment_black_tot","total_enrollment_hisp_tot","total_enrollment_white_tot","total_enrollment_multi_tot","applcn","enrollftcount","enrollptcount","NumStudSubACT","NumStudSubSAT","instacttype","ft_executive_per_100fte","full_time_employee_share","ft_faculty_salary","full_time_employee_100fte","AK","AL","AR","AZ","CA","CO","CT","DC","DE","FL","GA","HI","IA","ID","IL","IN","KS","KY","LA","MA","MD","MI","MN","MO","MS","MT","NC","ND","NE","NH","NJ","NV","NY","OH","OK","OR","PA","PR","RI","SC","SD","TN","TX","UT","VA","VI","VT","WA","WI","WV","WY"
"556",2012,"Manhattan School of Music",1,0,0,0,26216199,0.869960594,8891611,330445,0.267603776,19,5084,18615,30,10140,33630,475,1,0.492474648,0.11340748,98101.72449,2625708,0.908962053,1946886,1.21706972,0.772944882,0.658177035,88780408,30.72100313,0.295918367,0.91,101,25,0,90,27,25,362,43,866,100,0,0,0,2,6.060606061,0.381322957,73307.42308,20.48066876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"557",2012,"Le Moyne College",1,0,0,0,47331746,0.81760607,30195776,3641415,0.389484601,53,4564,14837,516,8769,27390,990,0.965139083,0.467164582,0.156591673,62132.39556,6164246.578,0.884771807,-36064,1.327626159,0.654013157,0.44742234,237575755,29.18644068,0.695702671,0.83,636,22,20,67,161,138,2838,49,5772,636,3,1,1,2,2.542372881,0.618644068,76394.7013,14.84745763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558",2012,"Keuka College",1,0,0,0,23974291,0.931285853,12002179,3366830,0.333611914,55,3990,13409,257,8531,24310,700,1,0.390094254,0.176802309,51529.1202,6891652,0.776723102,-194710,1.2373445,0.653617789,0.471511561,48116596,34.34633028,0.756260434,0.75,262,15,13,58,122,41,1540,2,862,265,0,0,0,3,3.555045872,0.473988439,57900.77922,14.10550459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"559",2012,"The Juilliard School",1,0,0,0,14914571,0.274687273,16223302,428148,0.532500181,25,4082,22749,51,7473,33630,0,0.979711772,0.370800374,0.08730227,261230.2298,50654216.67,0.227464492,-26157815,1.216959083,0.707349805,0.515559646,1047059117,28.62029647,0.478087649,0.96,101,16,0,104,39,45,388,46,2407,101,0,0,0,2,4.903078677,0.569164265,76510.22314,45.03990878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560",2012,"Ithaca College",1,0,0,0,143559236,0.920955087,88480440,5326717,0.379346013,22,5427,16689,1193,5911,35278,0,0.972916094,0.460804563,0.138311181,102181.2203,14923836.69,0.905833245,-4758868,1.31178439,0.574838686,0.399433221,686319224,23.27780279,0.842037395,0.83,1625,26,14,211,223,389,4744,173,13436,1625,0,1,1,2,0.9905448,0.733755032,71698.11959,19.15053279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"561",2012,"Iona College",1,0,0,0,73613000,0.935706931,37128000,3788000,0.33526878,31,4652,13487,574,7344,28192,2000,1,0.377055039,0.220884816,73287.18428,4731000,0.939612478,2162000,1.292594561,0.720243737,0.561704295,187703000,29.38427708,0.658559401,0.84,812,25,9,73,230,574,2479,33,6521,812,0,1,1,2,2.501374382,0.589576547,81610.07955,14.9257834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"562",2012,"Hofstra University",1,0,0,0,267550014,0.903240574,87255830,6816639,0.248029385,25,5196,16613,1097,9126,32500,1050,0.931810177,0.525629752,0.144277723,88829.32862,14483104.37,0.948647505,32939284,1.351950833,0.663157626,0.560385494,842296165,31.06045784,0.535748031,0.8,1672,23,25,742,991,1009,7048,184,18909,1466,4,1,1,2,3.062023087,0.731414868,109441.8514,17.9025631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"563",2012,"Hobart William Smith Colleges",1,0,0,0,54675969,0.828769834,40313354,1776284,0.420447503,17,7078,22407,400,6845,42014,901,0.954631522,0.397166812,0.219453659,156724.9504,18984757.7,0.742267575,-26250096,1.340737721,0.591750242,0.399675429,345447995,21.01028163,0.985106383,0.87,681,30,20,69,102,120,1380,0,4457,686,0,0,0,2,4.55967814,0.794797688,81696.04188,24.58649978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"564",2012,"Hilbert College",1,0,0,0,13882100,0.902736412,3461203,2127295,0.199570001,60,4232,4895,199,6629,18300,600,1,0.339059952,0.199175044,67539.69231,166156,0.988172482,1538972,1.223192573,0.719282894,0.563364064,39510490,20.57368942,0.894230769,0.68,225,21,14,7,108,28,750,11,1125,223,4,0,0,2,2.96735905,0.558333333,55129.71739,13.25420376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565",2012,"Hartwick College",1,0,0,0,27922424,0.799087128,20854969,2064408,0.475735347,38,4842,19249,357,7602,35240,800,0.979995726,0.406634654,0.224294333,122112.8653,10298902.85,0.730545648,-946063,1.283222569,0.61647378,0.427346551,124102845,20.28515878,1,0.77,489,31,14,27,78,89,1038,0,4897,489,0,1,1,2,2.721970188,0.707729469,69457.34286,18.9889825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"566",2012,"Hamilton College",1,0,0,0,55581000,0.697010358,26756000,1079000,0.323552321,13,5255,30901,225,3502,42220,420,0.974364362,0.481069804,0.130980868,196783.6389,35333041.19,0.61135771,-38817000,1.322384563,0.589925919,0.492608314,1011181000,24.94600432,1,0.94,481,26,7,119,75,116,1204,35,5265,481,0,1,1,2,5.993520518,0.756097561,96295.53299,31.80345572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"567",2012,"Elmira College",1,0,0,0,21947950,0.854254169,23122941,1563078,0.524077364,33,4267,24314,265,5747,35550,1400,1,0.357568458,0.265648205,77308.61637,8279719,0.726088075,-5774022,1.370815004,0.560888548,0.405503897,162953489,29.55404384,0.690537084,0.71,329,24,4,17,49,35,1171,36,2424,329,20,1,1,2,2.872260015,0.467625899,50205.95556,19.65230537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568",2012,"Dowling College",1,0,0,0,62192063,0.960092669,20749082,3375132,0.190891031,47,4438,10684,257,6826,24118,1790,1,0.47172784,0.132849961,51419.66933,-4190676,1.072251307,-3678154,1.42137145,0.669834207,0.433423334,90677063,35.59482487,0.453014184,0.65,345,12,5,57,337,286,2129,0,2439,463,13,0,0,2,1.609340486,0.401360544,84234.01739,11.17071631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569",2012,"Dominican College of Blauvelt",1,0,0,0,27840898,0.954334575,7830827,2902149,0.287673847,53,4810,10050,285,11300,22200,740,1,0.437272606,0.197204485,58321.31602,-896450,1.033270305,706566,1.24985412,0.656142058,0.46451321,64679187,27.12859659,0.625541126,0.67,352,21,5,267,290,389,790,45,1593,352,0,1,1,2,2.642395772,0.458515284,67246.28,12.33118027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570",2012,"Daemen College",1,0,0,0,32332014,0.896987873,18294692,3137658,0.352714869,43,4526,11290,358,7539,21800,510,0.984676386,0.50895327,0.184476059,43660.25457,1897625.58,0.944561918,1355035,1.310736849,0.670062723,0.507621867,81470680,30.54148812,0.480867347,0.76,435,20,4,59,346,109,2228,12,2340,435,0,0,0,2,1.791975068,0.620037807,57830.03361,12.77756136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571",2012,"D'Youville College",1,0,0,0,45396417,0.918903019,15333579,3263324,0.258829954,43,3979,10835,224,8713,21450,310,0.980225823,0.498816406,0.184840261,55198.83786,-1071750.199,1.024179543,3134658,1.237088321,0.707494404,0.490962997,145604307,29.8735119,0.449564134,0.67,269,13,22,76,323,121,1932,28,1225,279,5,1,1,2,2.083333333,0.680701754,62196.75287,14.43452381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"572",2012,"Cornell University",1,0,0,1,446792483,0.290317302,319284304,9924684,0.445746127,17,5878,33006,1008,6315,41325,216,0.545629329,0.515385595,0.136818409,128370.986,390314716.7,0.533733891,119320733,1.250717635,0.679610105,0.503651792,8321018467,30.9448109,0.551449164,0.97,3307,23,61,2893,997,1727,8756,604,36387,3307,0,1,1,2,3.805817871,0.725471918,121471.2211,44.31737294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573",2012,"Cooper Union for the Advancement of Science and Art",1,0,0,0,2332795,0.229516869,36282170,751550,0.940828125,23,3667,37992,45,2945,37500,1650,0.913159922,0.333120213,0.041992979,224519.3929,49531184.76,0.044979097,18837555,1.397049064,0.538994637,0.563568532,895366395,23.9626556,0.861471861,0.96,198,22,9,178,55,78,353,45,3415,198,0,1,1,2,1.867219917,0.428571429,97680.64815,22.406639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"574",2012,"Concordia College-New York",1,0,0,0,13134731,0.890012406,6040399,1314907,0.315012154,43,4795,13750,79,6696,25650,790,1,0.436058359,0.186114611,90089.40645,829127,0.940623358,-1049127,1.231098927,0.656221152,0.55019385,36042231,20.34120735,0.967741935,0.73,135,16,3,18,135,182,312,17,870,135,0,1,1,2,2.362204724,0.478991597,53005.30769,14.96062992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"575",2012,"Metropolitan College of New York",1,0,0,0,27416031,0.954344272,2880228,4494898,0.000473768,84,4466,2193,83,8005,16200,400,1,0.219639803,0.206818306,48906.04462,-3305351,1.137090742,3022655,1.227067507,0.746145007,0.658296013,29628623,43.32161687,0.336713996,0.44,94,11,9,29,707,226,78,18,685,93,2,0,0,2,1.757469244,0.343042071,58646.85185,9.314586995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"576",2012,"Colgate University",1,0,0,0,83398405,0.742789972,42251446,1327145,0.33427397,11,5018,34611,144,2348,42625,295,0.978968037,0.381148691,0.207852425,164253.2516,35849455.63,0.699370241,-13527289,1.236435239,0.651871923,0.334566404,1126055027,24.64358452,0.994490358,0.95,764,26,12,107,136,223,2070,89,7835,764,0,1,1,2,1.968771215,0.910463862,93725.22337,28.64901561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577",2012,"Clarkson University",1,0,0,0,48585125,0.619888058,70895229,3378364,0.590234068,32,5748,23558,697,7838,35940,840,0.796516641,0.536033175,0.165123613,93315.3549,26253789.63,0.649196013,4673388,1.335500719,0.583399709,0.436183598,368904846,22.98652909,0.766832918,0.85,851,28,11,103,84,124,2793,68,4686,851,0,1,1,2,1.605044425,0.667673716,89197.19231,19.00257954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"578",2012,"Cazenovia College",1,0,0,0,6150284,0.6454114,8303277,1936386,0.683040616,59,4608,17461,232,8659,26288,448,1,0.436026566,0.216607786,68460.56923,11649464,0.345526465,223010,1.218289709,0.639223658,0.322076865,62817155,27.19665272,0.996153846,0.57,271,26,32,21,79,36,695,10,2293,271,0,0,0,2,3.347280335,0.649851632,58044.4717,22.90794979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579",2012,"Canisius College",1,0,0,0,67121545,0.941645924,50916594,3913678,0.430623368,36,4571,20264,621,7101,29600,1113,1,0.435181807,0.197324692,57453.53602,19805655,0.772158139,-5287690,1.334918232,0.585061446,0.419718383,278298168,34.58285714,0.487772637,0.84,810,24,20,78,268,81,3800,57,4348,810,4,1,1,2,1.554285714,0.611058151,75215.3379,14.65142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580",2012,"Bard College",1,0,0,0,53957009,0.5528007,37227175,1489394,0.40826351,16,5958,26944,265,6328,42476,830,0.760275937,0.637919011,0.065011285,105568.8812,44327619.44,0.548987261,-33221020,1.268812036,0.601457171,0.571159377,514982320,41.3410302,0.500537057,0.88,486,24,9,58,68,46,1310,0,5670,486,0,0,0,2,3.996447602,0.785377358,93075.36066,29.57371226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"581",2012,"Albany College of Pharmacy and Health Sciences",1,0,0,0,39399159,0.906321423,5980298,954301,0.141334891,27,4136,9243,201,9972,25700,680,0.852581106,0.524228747,0.103711439,132007.259,-5737307.945,1.170439467,6283451,1.274785227,0.573920509,0.518902443,110490375,15.76019778,0.133333333,0.79,213,20,3,241,61,43,1062,26,1437,213,0,1,1,2,2.1631644,0.771159875,78479.90566,15.2039555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582",2012,"Adelphi University",1,0,0,0,157471560,0.920807869,40192862,6222025,0.199284671,35,4734,12548,856,7100,27010,1450,0.949866852,0.520265906,0.15409415,64324.44265,-5665875.358,1.037323209,23534182,1.290907194,0.714469251,0.563090428,391861683,34.69057769,0.529661017,0.81,979,19,17,449,1038,808,4298,150,8278,979,9,1,1,2,2.469498751,0.522660099,97004.52532,15.59606056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583",2012,"Vaughn College of Aeronautics and Technology",1,0,0,0,23154427,0.750608979,2773067,5244212,0.128218264,80,5205,3777,226,5661,18000,400,1,0.356127179,0.152804297,88721.63729,3018456,0.884672392,5272014,1.233096133,0.625810345,0.283963767,67195792,21.17731515,0.423728814,0.73,293,18,15,213,338,592,287,54,626,300,14,1,1,2,2.297200287,0.390092879,82210,9.045226131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"584",2012,"New Mexico Institute of Mining and Technology",0,0,0,0,9249875,0.081923246,3194758,1668956,0.187181316,26,4647,3712,136,5273,4643,658,0.197217821,0.767531735,0.100720925,60868.59493,9801995.212,0.485510078,-5077532,1.281012491,0.736255801,0.666356489,280158427,19.07373553,0.645367412,0.71,324,22,49,99,46,431,1158,41,612,324,0,1,1,2,8.043875686,0.893192488,66849.97479,46.3741621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585",2012,"William Paterson University of New Jersey",0,0,0,0,114994364,0.592815187,27361750,17672401,0.091838165,42,4649,3390,1013,7225,6967,4497,0.986908331,0.518074938,0.109342404,72356.01359,51279755.22,0.691595087,8008001,1.247435928,0.699157909,0.639452688,478173808,23.39883922,0.864664926,0.76,1394,14,21,694,1467,2316,5858,114,6953,1393,7,0,1,2,0.468384075,0.517399267,99680.18252,11.50595662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586",2012,"The College of New Jersey",0,0,0,0,89900000,0.564301496,19931000,4933000,0.140107893,19,4710,6485,682,9619,9760,4127,0.83138014,0.516712773,0.132610523,63699.03933,32465854.56,0.734682076,9616000,1.310562384,0.623537041,0.50762895,755334000,28.32497788,0.787610619,0.94,1371,21,7,550,407,673,4749,121,10150,1371,0,1,1,2,0.471837216,0.70260747,92280.14815,14.70067827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587",2012,"The Richard Stockton College of New Jersey",0,0,0,0,71459637,0.543034676,26654649,10777807,0.137933282,37,4512,5799,739,9284,7717,4246,0.880337862,0.557502452,0.123557249,51560.87105,36766631.34,0.660279968,-575117,1.277827032,0.707073971,0.584018438,449457829,28.69446343,0.906145784,0.83,973,13,17,425,537,626,6080,177,5089,973,0,1,1,2,1.203007519,0.767981439,91223.60993,13.57484621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"588",2012,"Stevens Institute of Technology",1,0,0,0,111255562,0.709047988,42668734,2288026,0.269599273,22,5726,23129,407,11257,40300,1482,0.757086846,0.555284529,0.171887127,67206.33678,2323147.159,0.979545927,5041117,1.186935525,0.727967765,0.463511294,307906023,38.54927007,0.279289941,0.93,558,23,6,517,156,331,2076,0,3600,561,0,0,1,2,3.102189781,0.651762683,102225.5227,17.29014599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"589",2012,"College of Saint Elizabeth",1,0,0,0,20663157,0.876524351,9808122,1705726,0.321880877,75,4813,15275,159,7091,26440,1781,1,0.398897645,0.140062759,56747.63244,6972940,0.747687237,-2461613,1.254527841,0.704259281,0.557501241,64142149,41.34125637,0.527720739,0.64,179,15,2,68,298,204,914,5,1486,179,1,0,1,2,3.310696095,0.552380952,65889.875,19.69439728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"590",2012,"Saint Peter's College",1,0,0,0,43943493,0.857971895,27893373,5390559,0.388287721,56,4818,17162,276,6582,28900,900,1,0.3673066,0.214274721,71258.46,9500352,0.822236742,-9069547,1.261348818,0.626398649,0.565509363,176055023,30.07217322,0.652,0.73,417,18,14,323,784,719,934,31,2779,410,11,1,1,2,1.6840417,0.602409639,67162.55556,14.03368083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"591",2012,"Ramapo College of New Jersey",0,0,0,0,61995000,0.592205187,17415000,5738000,0.12962599,22,4842,10455,516,8003,8187,4571,0.999339587,0.520189948,0.144780155,60953.5376,26753350.75,0.698548192,14015000,1.326337207,0.681323918,0.578649871,420729000,26.73031026,0.931318681,0.85,893,16,10,296,289,648,4288,74,5091,893,2,0,1,2,0.642555535,0.645530146,93229.68056,11.40077107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592",2012,"New Jersey Institute of Technology",0,0,0,0,112325000,0.452717109,37175000,10573000,0.14952337,37,4441,10159,471,8513,11756,2218,0.494797661,0.549976759,0.136863678,58166.26577,10987483.44,0.910897233,-3494000,1.275266152,0.699759654,0.55914575,509916000,27.04426585,0.475,0.82,903,14,43,1874,903,1661,2810,0,4068,911,104,0,1,2,1.148105626,0.658261803,114993.1799,15.6525067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"593",2012,"Montclair State University",0,0,0,0,163087068,0.602392307,31961637,22926746,0.056338179,40,4665,2896,1547,8132,7690,2956,0.886568275,0.574886403,0.084884972,51877.72195,53606176.6,0.752617223,27412000,1.297505381,0.659019314,0.540620835,994011000,26.94143447,0.752693321,0.82,2338,16,21,968,1620,3529,9676,325,12585,2338,18,0,1,2,0.64499484,0.55041876,94937.14587,10.59726522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594",2012,"Monmouth University",1,0,0,0,114190419,0.911719824,42214750,5034967,0.27045079,26,4928,10529,677,10260,27372,628,0.961480276,0.376033754,0.095492871,70417.59431,5519491.335,0.953892779,6766938,1.347003636,0.681980751,0.4435848,288792401,30.02472625,0.625294118,0.8,944,20,12,183,303,457,5044,96,6491,944,0,1,1,2,1.412928294,0.721657545,79791.93822,16.30166019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"595",2012,"Kean University",0,0,0,0,146269967,0.629700119,44822086,24067973,0.054972551,47,4533,2904,1223,9179,6662,3538,0.945917211,0.537111168,0.095610649,54992.81443,35041342.16,0.806733831,16687029,1.304724682,0.691635263,0.437216404,571601099,24.89429175,0.779193206,0.8,1794,13,15,933,2980,3478,7246,159,6030,1731,34,0,1,2,0.974025974,0.442694663,94817.51032,7.641196013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"596",2012,"New Jersey City University",0,0,1,0,77299138,0.540826575,31038401,17930149,0.037786927,71,4652,6092,333,5292,7075,2945,1,0.482733032,0.123897338,75047.72389,45553986,0.629199612,2373291,1.270347471,0.738996377,0.670684589,268092541,25.39165503,0.737935247,0.7,672,10,7,595,1556,2772,2451,29,4295,662,74,1,1,2,0.744532341,0.600271003,97072.03292,13.74282612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"597",2012,"Rowan University",0,0,0,0,123338228,0.527650239,34511427,13109901,0.062072128,52,2545,4392,975,7453,8646,3373,0.959589103,0.544799695,0.104557126,79458.26121,75863632.86,0.619162027,9245196,1.318716714,0.548449998,0.41998494,770758599,24.60255152,0.866773036,0.87,1556,15,20,353,988,938,9045,239,8232,1565,8,0,1,2,0.991167812,0.597748209,93527.85604,11.46221786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"598",2012,"Georgian Court University",1,0,0,0,36383083,0.916636852,13115766,3182324,0.264971131,59,4989,14013,218,8294,26740,1244,1,0.310578031,0.164574706,66082.33279,4323634,0.893785736,97440,1.255079208,0.714522126,0.33237299,121067302,30.97033685,0.616883117,0.65,243,14,6,46,244,212,1582,33,1134,243,1,0,0,2,1.75967823,0.594795539,70252.89524,16.08848668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"599",2012,"Felician College",1,0,0,0,38120524,0.950694428,12109780,3980017,0.241085143,53,4953,13314,249,6265,26350,1575,1,0.375514248,0.219745247,74417.0695,427518,0.988909476,2839193,1.19973883,0.769530855,0.798282702,61784272,27.55319149,0.681467181,0.7,341,18,10,157,294,402,704,5,2116,348,3,1,1,2,2.819148936,0.620041754,64168.07759,15.79787234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
